x,y,z,index
288.0,330.0,389.0,0.0
289.0,327.0,393.0,0.0
287.0,324.0,391.0,0.0
286.0,324.0,387.0,0.0
286.0,327.0,385.0,0.0
287.0,330.0,387.0,0.0
287.0,332.0,386.0,0.0
287.0,332.0,386.0,0.0
288.0,331.0,387.0,0.0
289.0,331.0,384.0,0.0
289.0,326.0,383.0,0.0
289.0,322.0,385.0,0.0
288.0,324.0,387.0,0.0
288.0,331.0,392.0,0.0
288.0,333.0,392.0,0.0
288.0,332.0,394.0,0.0
287.0,335.0,390.0,0.0
288.0,333.0,387.0,0.0
288.0,333.0,385.0,0.0
289.0,330.0,386.0,0.0
288.0,328.0,382.0,0.0
288.0,334.0,385.0,0.0
288.0,332.0,391.0,0.0
288.0,330.0,392.0,0.0
288.0,332.0,392.0,0.0
289.0,332.0,391.0,0.0
289.0,331.0,389.0,0.0
289.0,328.0,386.0,0.0
289.0,329.0,386.0,0.0
290.0,332.0,388.0,0.0
289.0,332.0,385.0,0.0
289.0,331.0,387.0,0.0
289.0,332.0,392.0,0.0
319.0,329.0,281.0,1.0
321.0,332.0,283.0,1.0
321.0,328.0,281.0,1.0
322.0,327.0,281.0,1.0
321.0,326.0,275.0,1.0
320.0,328.0,276.0,1.0
319.0,325.0,278.0,1.0
318.0,327.0,280.0,1.0
317.0,322.0,284.0,1.0
315.0,321.0,281.0,1.0
316.0,324.0,280.0,1.0
316.0,328.0,280.0,1.0
317.0,328.0,282.0,1.0
318.0,329.0,283.0,1.0
319.0,329.0,281.0,1.0
319.0,328.0,277.0,1.0
319.0,325.0,277.0,1.0
318.0,325.0,277.0,1.0
317.0,323.0,279.0,1.0
317.0,324.0,281.0,1.0
317.0,326.0,280.0,1.0
317.0,326.0,280.0,1.0
317.0,327.0,281.0,1.0
318.0,325.0,280.0,1.0
318.0,324.0,277.0,1.0
318.0,323.0,274.0,1.0
317.0,323.0,274.0,1.0
317.0,322.0,276.0,1.0
316.0,322.0,276.0,1.0
316.0,323.0,280.0,1.0
315.0,324.0,281.0,1.0
316.0,327.0,285.0,1.0
316.0,327.0,286.0,1.0
317.0,327.0,281.0,1.0
318.0,327.0,278.0,1.0
319.0,325.0,274.0,1.0
319.0,325.0,275.0,1.0
319.0,327.0,278.0,1.0
319.0,326.0,279.0,1.0
318.0,326.0,278.0,1.0
319.0,326.0,279.0,1.0
318.0,326.0,280.0,1.0
319.0,326.0,279.0,1.0
319.0,327.0,278.0,1.0
319.0,327.0,278.0,1.0
319.0,325.0,277.0,1.0
319.0,325.0,276.0,1.0
319.0,326.0,275.0,1.0
318.0,326.0,278.0,1.0
318.0,328.0,281.0,1.0
302.0,344.0,391.0,0.0
304.0,343.0,398.0,0.0
303.0,345.0,398.0,0.0
302.0,345.0,398.0,0.0
301.0,347.0,394.0,0.0
302.0,345.0,396.0,0.0
299.0,344.0,390.0,0.0
301.0,339.0,397.0,0.0
301.0,338.0,403.0,0.0
300.0,342.0,401.0,0.0
299.0,341.0,396.0,0.0
299.0,341.0,396.0,0.0
300.0,338.0,396.0,0.0
300.0,340.0,397.0,0.0
300.0,338.0,396.0,0.0
301.0,341.0,400.0,0.0
300.0,343.0,400.0,0.0
301.0,342.0,399.0,0.0
302.0,343.0,400.0,0.0
301.0,343.0,396.0,0.0
301.0,345.0,395.0,0.0
301.0,343.0,393.0,0.0
301.0,346.0,396.0,0.0
301.0,345.0,400.0,0.0
300.0,342.0,397.0,0.0
300.0,342.0,396.0,0.0
300.0,340.0,396.0,0.0
301.0,341.0,396.0,0.0
300.0,343.0,394.0,0.0
299.0,342.0,394.0,0.0
299.0,340.0,395.0,0.0
299.0,338.0,399.0,0.0
299.0,339.0,398.0,0.0
299.0,342.0,394.0,0.0
299.0,340.0,395.0,0.0
300.0,340.0,395.0,0.0
300.0,341.0,393.0,0.0
301.0,342.0,394.0,0.0
300.0,342.0,396.0,0.0
301.0,345.0,397.0,0.0
301.0,345.0,399.0,0.0
300.0,341.0,397.0,0.0
301.0,344.0,399.0,0.0
301.0,345.0,399.0,0.0
301.0,344.0,400.0,0.0
301.0,343.0,400.0,0.0
301.0,344.0,396.0,0.0
301.0,340.0,394.0,0.0
301.0,341.0,395.0,0.0
301.0,343.0,399.0,0.0
346.0,298.0,280.0,1.0
345.0,300.0,276.0,1.0
343.0,299.0,276.0,1.0
341.0,299.0,281.0,1.0
340.0,304.0,285.0,1.0
340.0,307.0,289.0,1.0
339.0,306.0,287.0,1.0
340.0,308.0,284.0,1.0
341.0,307.0,282.0,1.0
341.0,306.0,284.0,1.0
340.0,304.0,282.0,1.0
340.0,304.0,280.0,1.0
340.0,304.0,283.0,1.0
340.0,305.0,282.0,1.0
340.0,304.0,282.0,1.0
341.0,304.0,283.0,1.0
343.0,306.0,282.0,1.0
344.0,311.0,282.0,1.0
344.0,311.0,286.0,1.0
343.0,308.0,284.0,1.0
343.0,305.0,281.0,1.0
343.0,302.0,279.0,1.0
342.0,303.0,281.0,1.0
342.0,304.0,283.0,1.0
342.0,307.0,282.0,1.0
342.0,307.0,280.0,1.0
341.0,305.0,280.0,1.0
342.0,304.0,285.0,1.0
342.0,310.0,285.0,1.0
342.0,310.0,283.0,1.0
342.0,304.0,281.0,1.0
342.0,301.0,279.0,1.0
344.0,302.0,280.0,1.0
343.0,300.0,280.0,1.0
343.0,305.0,281.0,1.0
344.0,310.0,283.0,1.0
343.0,305.0,283.0,1.0
344.0,303.0,280.0,1.0
346.0,302.0,276.0,1.0
348.0,300.0,275.0,1.0
347.0,298.0,284.0,1.0
345.0,302.0,280.0,1.0
346.0,304.0,278.0,1.0
345.0,304.0,279.0,1.0
344.0,304.0,281.0,1.0
346.0,311.0,282.0,1.0
345.0,308.0,288.0,1.0
342.0,303.0,288.0,1.0
342.0,303.0,282.0,1.0
343.0,301.0,279.0,1.0
